Species,Number of sequences
Pseudocyphellaria_coriifolia,1
Pseudocyphellaria_coronata,1
Pseudocyphellaria_crocata,3
Pseudocyphellaria_faveolata,1
Pseudocyphellaria_glabra,2
Pseudocyphellaria_hawaiiensis,1
Pseudocyphellaria_hirsuta,1
Pseudocyphellaria_holarctica,1
Pseudocyphellaria_intricata,2
Pseudocyphellaria_knightii,1
Pseudocyphellaria_lechleri,1
Pseudocyphellaria_lindsayi,1
Pseudocyphellaria_macroisidiata,1
Pseudocyphellaria_mallota,1
Pseudocyphellaria_murrayi,1
Pseudocyphellaria_norvegica,1
Pseudocyphellaria_obvoluta,1
Pseudocyphellaria_pilosella,1
Pseudocyphellaria_punctata,1
Pseudocyphellaria_sandwicensis,1
Pseudocyphellaria_sp,2
Pseudocyphellaria_vaccina,1
Pseudocyphellaria_xanthosticta,1
Pseudodactylaria_aquatica,1
Pseudodactylaria_brevis,1
Pseudodactylaria_fusiformis,1
Pseudodactylaria_sp,29
Pseudodactylaria_xanthorrhoeae,1
Pseudodactylariales_sp,6
Pseudodiatrype_hainanensis,1
Pseudodictyosporium_elegans,1
Pseudodictyosporium_thailandicum,1
Pseudodidymella_fagi,1
Pseudodidymocyrtis_lobariellae,1
Pseudodidymosphaeria_phlei,1
Pseudodidymosphaeria_spartii,1
Pseudodinemasporium_fabiforme,1
Pseudodinemasporium_sp,2
Pseudodiplococcium_ibericum,1
Pseudodiplococcium_sp,1
Pseudoechria_decidua,1
Pseudoechria_longicollis,1
Pseudoechria_prolifica,1
Pseudofabraea_citricarpa,1
Pseudofibroporia_citrinella,1
Pseudofomitopsis_microcarpa,1
Pseudofusicoccum_adansoniae,1
Pseudofusicoccum_artocarpi,1
Pseudofusicoccum_olivaceum,1
Pseudofusicoccum_stromaticum,1
Pseudofusicoccum_violaceum,1
Pseudogliophragma_indicum,1
Pseudographis_pinicola,1
Pseudogymnoascus_alpinus,1
Pseudogymnoascus_appendiculatus,1
Pseudogymnoascus_roseus,1
Pseudogymnoascus_sp,8
Pseudohalonectria_adversaria,1
Pseudohalonectria_lignicola,1
Pseudohalonectria_lutea,1
Pseudohamigera_striata,1
Pseudohelicomyces_sp,10
Pseudohelminthosporium_sp,1
Pseudohelotium_alaunae,1
Pseudohelotium_pineti,1
Pseudohelotium_sp,9
Pseudohyaloseta_pandanicola,1
Pseudohydnum_gelatinosum,5
Pseudohydnum_sp,5
Pseudohyphozyma_bogoriensis,1
Pseudohyphozyma_buffonii,2
Pseudohyphozyma_hydrangeae,1
Pseudohyphozyma_lulangensis,1
Pseudohyphozyma_pustula,2
Pseudohyphozyma_sp,11
Pseudoidium_neolycopersici,1
Pseudoinonotus_crustosus,1
Pseudoinonotus_dryadeus,2
Pseudolaccaria_pachyphylla,1
Pseudolachnea_fraxini,2
Pseudolachnea_hispidula,1
Pseudolachnea_sp,1
Pseudolachnella_asymmetrica,1
Pseudolachnella_botulispora,1
Pseudolachnella_brevicoronata,1
Pseudolachnella_brevifusiformis,1
Pseudolachnella_complanata,1
Pseudolachnella_falcatispora,1
Pseudolachnella_fusiformis,1
Pseudolachnella_longiciliata,1
Pseudolachnella_pachyderma,1
Pseudolachnella_sp,3
Pseudolachnella_yakushimensis,1
Pseudolagarobasidium_acaciicola,1
Pseudolagarobasidium_baiyunshanense,1
Pseudolagarobasidium_belizense,2
Pseudolasiobolus_minutissimus,1
Pseudoleptosphaeria_etheridgei,1
Pseudoleucosporidium_fasciculatum,1
Pseudolophiostoma_mangiferae,1
Pseudolophiostoma_vitigenum,1
Pseudolophiotrema_elymicola,1
Pseudolophiotrema_sp,2
Pseudomarasmius_efibulatus,1
Pseudomarasmius_glabrocystidiatus,1
Pseudomarasmius_nidus-avis,1
Pseudomarasmius_patagonianus,1
Pseudomarasmius_quercophylloides,1
Pseudomassaria_chondrospora,1
Pseudomassaria_corni,2
Pseudomassaria_sepincoliformis,1
Pseudomassarina_clematidis,1
Pseudomassariosphaeria_bromicola,1
Pseudombrophilaceae_sp,4
Pseudomegasporoporia_neriicola,1
Pseudomelanconis_caryae,1
Pseudomerulius_aureus,2
Pseudomicrodochium_suttonii,2
Pseudomicrostroma_glucosiphilum,1
Pseudomicrostroma_phylloplanum,1
Pseudomicrostroma_sp,2
Pseudomurilentithecium_camporesii,1
Pseudomurilentithecium_clematidis,1
Pseudonectria_foliicola,1
Pseudonectria_sp,1
Pseudoneoconiothyrium_rosae,1
Pseudoneottiospora_cannabacearum,1
Pseudoomphalina_anticostica,1
Pseudoomphalina_cokeri,1
Pseudoomphalina_compressipes,1
Pseudoomphalina_intermedia,1
Pseudoomphalina_kalchbrenneri,1
Pseudoomphalina_sp,1
Pseudoomphalina_umbrinopurpurascens,1
Pseudoophiobolus_achilleae,1
Pseudoophiobolus_galii,1
Pseudoophiobolus_italicus,1
Pseudoophiobolus_pseudoitalicus,1
Pseudoophiobolus_rosae,1
Pseudoophiobolus_sp,4
Pseudoophiobolus_subhyalinisporus,1
Pseudoophiobolus_urticicola,1
Pseudoophiosphaerella_huishuiensis,1
Pseudoophiosphaerella_sp,2
Pseudopalawania_siamensis,1
Pseudoparmelia_floridensis,1
Pseudopassalora_gouriqua,1
Pseudopaucispora_brunneospora,1
Pseudopenicillium_giganteum,1
Pseudopenicillium_megasporum,1
Pseudopenidiella_gallaica,1
Pseudopenidiella_pini,1
Pseudopenidiella_podocarpi,1
Pseudopenidiella_sp,15
Pseudopericoniella_levispora,1
Pseudopestalotiopsis_sp,1
Pseudopestalotiopsis_thailandica,1
Pseudopestalotiopsis_theae,2
Pseudopeyronellaea_eucalypti,1
Pseudopezicula_betulae,1
Pseudopezicula_tetraspora,1
Pseudopezicula_tracheiphila,1
Pseudopeziza_medicaginis,1
Pseudopeziza_sp,1
Pseudophaeomoniella_globosa,1
Pseudophaeomoniella_oleae,1
Pseudophaeomoniella_oleicola,2
Pseudophaeophleospora_phormii,1
Pseudophaeophleospora_stonei,1
Pseudophaeosphaeria_rubi,1
Pseudophaeosphaeria_sp,2
Pseudophialocephala_humicola,1
Pseudophialophora_angusta,1
Pseudophialophora_dichanthelii,1
Pseudophialophora_eragrostidis,1
Pseudophialophora_magnispora,1
Pseudophialophora_panicorum,1
Pseudophialophora_schizachyrii,1
Pseudophialophora_sp,79
Pseudophialophora_tarda,1
Pseudophialophora_whartonensis,1
Pseudophloeospora_eucalyptigena,1
Pseudophloeospora_eucalyptorum,1
Pseudophloeospora_jollyi,1
Pseudopithomyces_angolensis,1
Pseudopithomyces_chartarum,2
Pseudopithomyces_karoo,1
Pseudopithomyces_rosae,1
Pseudoplagiostoma_corymbiae,1
Pseudoplagiostoma_corymbiicola,1
Pseudoplagiostoma_mangiferae,2
Pseudoplagiostoma_myracrodruonis,1
Pseudoplagiostoma_sp,6
Pseudoplectania_affinis,1
Pseudoplectania_episphagnum,1
Pseudoplectania_ericae,1
Pseudoplectania_lignicola,1
Pseudoplectania_nigrella,4
Pseudoplectania_sinica,1
Pseudoplectania_sp,22
Pseudoplectania_tasmanica,1
Pseudoporpoloma_pes-caprae,1
Pseudoproboscispora_caudae-suis,1
Pseudoproboscispora_thailandensis,1
Pseudoproboscisporaceae_sp,1
Pseudopyrenidium_sp,1
Pseudopyrenochaeta_lycopersici,1
Pseudopyrenochaeta_terrestris,1
Pseudopyricularia_bothriochloae,1
Pseudopyricularia_cyperi,1
Pseudopyricularia_hagahagae,1
Pseudopyricularia_higginsii,1
Pseudopyricularia_iraniana,1
Pseudopyricularia_javanii,1
Pseudopyricularia_kyllingae,1
Pseudopyricularia_sp,1
Pseudoramichloridium_brasilianum,1
Pseudoramichloridium_henryi,1
Pseudoramichloridium_sp,1
Pseudorhizidium_endosporangiatum,1
Pseudorhizidium_sp,2
Pseudorhypophila_mangenotii,1
Pseudorhypophila_marina,1
Pseudorobillarda_bolusanthi,1
Pseudorobillarda_camelliae-sinensis,1
Pseudorobillarda_eucalypti,1
Pseudorobillarda_magna,1
Pseudorobillarda_phragmitis,4
Pseudorobillarda_sojae,1
Pseudorobillarda_sp,65
Pseudoroussoella_chromolaenae,1
Pseudosagedia_chlorotica,1
Pseudosarcosoma_latahense,1
Pseudosarcostroma_osyridicola,1
Pseudoschizothecium_atropurpureum,1
Pseudosclerococcum_golindoi,1
Pseudoscopulariopsis_asperispora,1
Pseudoscopulariopsis_schumacheri,1
Pseudoseptoria_collariana,1
Pseudoseptoria_sp,5
Pseudosigmoidea_alnicola,1
Pseudosigmoidea_excentrica,1
Pseudosigmoidea_sp,21
Pseudosoloacrosporiella_cryptomeriae,1
Pseudosperma_alboflavellum,1
Pseudosperma_amabile,1
Pseudosperma_amori,1
Pseudosperma_araneosum,1
Pseudosperma_aureocitrinum,1
Pseudosperma_aurora,1
Pseudosperma_brunneosquamulosum,1
Pseudosperma_citrinostipes,1
Pseudosperma_conviviale,1
Pseudosperma_emberizanum,1
Pseudosperma_flavorimosum,1
Pseudosperma_friabile,1
Pseudosperma_gilvum,1
Pseudosperma_griseorubidum,1
Pseudosperma_huginii,1
Pseudosperma_illudens,1
Pseudosperma_lepidotellum,1
Pseudosperma_luteobrunneum,1
Pseudosperma_melleum,1
Pseudosperma_napaeanum,1
Pseudosperma_notodryinum,1
Pseudosperma_obsoletum,2
Pseudosperma_pakistanense,1
Pseudosperma_ponderosum,1
Pseudosperma_salentinum,1
Pseudosperma_solare,1
Pseudosperma_sp,4
Pseudosperma_yunnanense,1
Pseudospiromastix_tentaculata,1
Pseudosplanchnonema_phorcioides,1
Pseudosporidesmium_knawiae,1
Pseudosporidesmium_lambertiae,1
Pseudostanjehughesia_lignicola,1
Pseudostaurosphaeria_chromolaenae,1
Pseudostaurosphaeria_chromolaenicola,1
Pseudostilbella_euphorbiae,1
Pseudostrickeria_rosae,1
Pseudostrickeria_sp,1
Pseudosydowia_backhousiae,1
Pseudosydowia_eucalyptorum,1
Pseudosydowia_indooroopillyensis,1
Pseudosydowia_louisecottisiae,1
Pseudosydowia_queenslandica,1
Pseudosydowia_sp,4
Pseudotaeniolina_globosa,1
Pseudotaeniolina_sp,2
Pseudoteratosphaeria_africana,1
Pseudoteratosphaeria_flexuosa,1
Pseudoteratosphaeria_gamsii,1
Pseudoteratosphaeria_ohnowa,1
Pseudoteratosphaeria_perpendicularis,1
Pseudoteratosphaeria_secundaria,1
Pseudoteratosphaeria_sp,4
Pseudoteratosphaeria_stramenticola,1
Pseudotetraploa_curviappendiculata,1
Pseudotetraploa_longissima,1
Pseudotetraploa_rajmachiensis,1
Pseudothelomma_ocellatum,1
Pseudothielavia_arxii,1
Pseudothielavia_hamadae,1
Pseudothielavia_sp,1
Pseudothielavia_subhyaloderma,1
Pseudothyridariella_chromolaenae,1
Pseudotomentella_nigra,2
Pseudotomentella_ochracea,1
Pseudotomentella_sp,128
Pseudotremella_allantoinivorans,1
Pseudotremella_lacticolor,1
Pseudotremella_moriformis,1
Pseudotricharina_intermedia,1
Pseudotricharina_lanigera,1
Pseudotricharina_sp,2
Pseudotrichia_mutabilis,1
Pseudotricholoma_metapodium,1
Pseudotricholoma_sp,2
Pseudotricholoma_umbrosum,2
Pseudotruncatella_arezzoensis,1
Pseudotruncatella_bolusanthi,1
Pseudotruncatella_camporesii,1
Pseudotryblidium_neesii,1
Pseudotulostoma_japonicum,1
Pseudotulostoma_sp,1
Pseudovalsaria_ferruginea,1
Pseudovalsaria_sp,2
Pseudoveronaea_ellipsoidea,1
Pseudoveronaea_obclavata,1
Pseudovirgaria_grisea,1
Pseudovirgaria_hyperparasitica,2
Pseudowrightoporia_crassihypha,1
Pseudowrightoporia_dominicana,1
Pseudowrightoporia_hamata,1
Pseudowrightoporia_oblongispora,1
Pseudoxenasma_verrucisporum,1
Pseudoxylomyces_aquaticus,1
Pseudozasmidium_eucalypti,1
Pseudozasmidium_nabiacense,1
Pseudozasmidium_parkii,1
Pseudozasmidium_vietnamense,1
Pseudozyma_flocculosa,1
Pseudozyma_hubeiensis,1
Pseudozyma_pruni,2
Pseudozyma_sp,5
Pseudozyma_thailandica,1
Psilochaete_multifora,1
Psilocybe_allenii,1
Psilocybe_angulospora,1
Psilocybe_atrobrunnea,1
Psilocybe_aztecorum,1
Psilocybe_caerulescens,1
Psilocybe_caerulipes,1
Psilocybe_chuxiongensis,1
Psilocybe_cubensis,1
Psilocybe_cyanescens,1
Psilocybe_heimii,1
Psilocybe_hoogshagenii,1
Psilocybe_medullosa,1
Psilocybe_mescaleroensis,1
Psilocybe_neoxalapensis,1
Psilocybe_ovoideocystidiata,1
Psilocybe_pelliculosa,1
Psilocybe_ruiliensis,1
Psilocybe_samuiensis,1
Psilocybe_semilanceata,1
Psilocybe_serbica,1
Psilocybe_sp,8
Psilocybe_tampanensis,1
Psilocybe_thaizapoteca,1
Psilocybe_yungensis,1
Psiloglonium_sasicola,1
Psilolechia_clavulifera,1
Psilolechia_leprosa,1
Psilolechiaceae_sp,1
Psiloparmelia_distincta,1
Psilopezia_deligata,1
Psora_altotibetica,1
Psora_brunneocarpa,1
Psora_cerebriformis,1
Psora_crenata,3
Psora_decipiens,16
Psora_globifera,1
Psora_himalayana,2
Psora_hyporubescens,1
Psora_indigirkae,1
Psora_nipponica,1
Psora_peninsularis,1
Psora_rubiformis,1
Psora_saviczii,1
Psora_taurensis,1
Psora_testacea,1
Psora_tuckermanii,1
Psora_vallesiaca,2
Psoroglaena_sp,1
Psoroma_antarcticum,1
Psoroma_buchananii,1
Psoroma_capense,1
Psoroma_cinnamomeum,2
Psoroma_fruticulosum,1
Psoroma_hypnorum,2
Psoroma_paleaceum,1
Psoroma_sp,1
Psoroma_tenue,1
Psorophorus_fuegiensis,1
Psorophorus_pholidotus,1
Psychronectria_hyperantarctica,1
Psychronectria_sp,7
Pteridiosperma_ciliatum,1
Pteridiospora_sp,18
Pterula_gracilis,1
Pterula_sp,43
Pterula_subulata,1
Pterulaceae_sp,20
Pterulicium_brunneosetosum,1
Pterulicium_echo,1
Pterulicium_fasciculare,1
Pterulicium_lilaceobrunneum,1
Pterulicium_sp,4
Pterulicium_subsimplex,1
Pterulicium_xylogenum,1
Pterygellus_polymorphus,1
Ptychographa_xylographoides,1
Puccinia_aberrans,1
Puccinia_achnatheri-sibirici,2
Puccinia_acroptili,2
Puccinia_adenocauli,3
Puccinia_aizazii,1
Puccinia_amari,1
Puccinia_andropogonis,5
Puccinia_argentata,1
Puccinia_asparagi,1
Puccinia_bartholomaei,1
Puccinia_boroniae,2
Puccinia_brachypodii,2
Puccinia_buxi,1
Puccinia_calystegiae-soldanellae,1
Puccinia_caulophylli,1
Puccinia_chrysanthemi,1
Puccinia_chunjiei,1
Puccinia_consimilis,1
Puccinia_convolvuli,1
Puccinia_coronata,9
Puccinia_coronati-agrostidis,1
Puccinia_coronati-brevispora,1
Puccinia_coronati-calamagrostidis,2
Puccinia_coronati-japonica,1
Puccinia_drabae,2
Puccinia_emaculata,2
Puccinia_epigejos,1
Puccinia_festucae,1
Puccinia_gansensis,1
Puccinia_glechomatis,1
Puccinia_graminicola,1
Puccinia_graminis,6
Puccinia_helianthi,1
Puccinia_hemerocallidis,2
Puccinia_hieracii,1
Puccinia_hordei,3
Puccinia_horiana,1
Puccinia_iridis,1
Puccinia_klugkistiana,3
Puccinia_komarovii,1
Puccinia_kuehnii,3
Puccinia_lagenophorae,1
Puccinia_magnusiana,3
Puccinia_marrubii,1
Puccinia_melanocephala,1
Puccinia_miscanthi,1
Puccinia_modiolae,1
Puccinia_moiwensis,1
Puccinia_monoica,1
Puccinia_myrsiphylli,1
Puccinia_novopanici,1
Puccinia_obscura,1
Puccinia_oxalidis,1
Puccinia_pelargonii-zonalis,1
Puccinia_poarum,1
Puccinia_polysora,1
Puccinia_porri,1
Puccinia_punctiformis,1
Puccinia_pygmaea,1
Puccinia_rangiferina,1
Puccinia_recondita,8
Puccinia_rupestris,1
Puccinia_sessilis,1
Puccinia_setariae,1
Puccinia_sorghi,1
Puccinia_sp,24
Puccinia_sparganioidis,1
Puccinia_striiformis,3
Puccinia_striiformoides,1
Puccinia_tanaceti,1
Puccinia_tatarinovii,1
Puccinia_tenuis,1
Puccinia_thlaspeos,3
Puccinia_trebouxi,1
Puccinia_urticae-inflatae,2
Puccinia_urticata,1
Puccinia_vaginatae,1
Puccinia_veronicae-longifoliae,1
Puccinia_wiehei,1
Puccinia_xanthii,2
Puccinia_xinyuanensis,1
Pucciniaceae_sp,6
Pucciniales_sp,9
Pucciniastraceae_sp,2
Pucciniastrum_areolatum,1
Pucciniastrum_circaeae,1
Pucciniastrum_epilobii,2
Pucciniastrum_fagi,1
Pucciniastrum_goeppertianum,1
Pucciniastrum_hikosanense,2
Pucciniastrum_hydrangeae-petiolaris,1
Pucciniastrum_styracinum,1
Pucciniastrum_tiliae,1
Pucciniomycetes_sp,3
Puccorchidium_popowiae,1
Pulchroboletus_roseoalbidus,1
Pulchroboletus_rubricitrinus,1
Pulchroboletus_sclerotiorum,1
Pulchroboletus_sp,1
Pulchromyces_fimicola,1
Pulveroboletus_brunneopunctatus,1
Pulveroboletus_brunneoscabrosus,1
Pulveroboletus_flaviscabrosus,2
Pulveroboletus_icterinus,1
Pulveroboletus_macrosporus,1
Pulveroboletus_ravenelii,4
Pulveroboletus_ridleyi,1
Pulveroboletus_rubroscabrosus,1
Pulveroboletus_sinensis,1
Pulveroboletus_sokponianus,1
Pulveroboletus_sp,4
Pulveroboletus_subrufus,2
Pulverulina_ulmicola,1
Pulvinata_tomentosa,1
Pulvinella_nolinae,1
Pulvinella_sp,1
Pulvinora_stereothallina,1
Pulvinula_niveoalba,1
Pulvinula_orichalcea,1
Pulvinula_sp,102
Pulvinulaceae_sp,108
Punctelia_borreri,2
Punctelia_caseana,1
Punctelia_jeckeri,1
Punctelia_perreticulata,1
Punctelia_rudecta,2
Punctelia_subflava,1
Punctelia_subrudecta,2
Punctularia_atropurpurascens,2
Punctularia_bambusicola,1
Punctularia_sp,1
Punctularia_strigosozonata,3
Punctulariaceae_sp,1
Punctulariopsis_efibulata,1
Punctulariopsis_sp,3
Punctulariopsis_subglobispora,1
Purpureocillium_lavendulum,2
Purpureocillium_lilacinum,5
Purpureocillium_sp,2
Purpureocillium_takamizusanense,1
Purpureofaciens_aquatica,1
Purpureomyces_pyriformis,1
Purpurepithecium_minus,1
Pusillomyces_asetosus,1
Pusillomyces_manuripioides,1
Pusillomyces_sp,2
Pusillomyces_spinulosus,2
Pustularia_sp,5
Pycnopeziza_sp,8
Pycnoporellus_alboluteus,1
Pycnoporellus_fulgens,1
Pycnoporus_puniceus,3
Pycnopulvinus_aurantiacus,1
Pycnopulvinus_sp,1
Pycnora_sorophora,1
Pycnora_sp,25
Pycnora_xanthococca,1
Pycnoraceae_sp,2
Pycnothelia_papillaria,2
Pygmaeomyces_pinuum,1
Pygmaeomyces_thomasii,2
Pyrenochaeta_gentianicola,1
Pyrenochaeta_ligni-putridi,1
Pyrenochaeta_nobilis,1
Pyrenochaeta_sp,90
Pyrenochaeta_unguis-hominis,2
Pyrenochaetopsidaceae_sp,4
Pyrenochaetopsis_confluens,1
Pyrenochaetopsis_decipiens,1
Pyrenochaetopsis_indica,1
Pyrenochaetopsis_kuksensis,1
Pyrenochaetopsis_leptospora,1
Pyrenochaetopsis_sinensis,1
Pyrenochaetopsis_sp,12
Pyrenochaetopsis_tabarestanensis,1
Pyrenochaetopsis_terricola,2
Pyrenodesmia_chalybaea,2
Pyrenodesmia_micromontana,2
Pyrenodesmia_microstepposa,1
Pyrenodesmia_molariformis,1
Pyrenopeziza_benesuada,1
Pyrenopeziza_brassicae,2
Pyrenopeziza_caespiticia,1
Pyrenopeziza_petiolaris,1
Pyrenopeziza_revincta,1
Pyrenopeziza_sp,3
Pyrenophora_avenicola,1
Pyrenophora_biseptata,2
Pyrenophora_bromi,1
Pyrenophora_cynosuri,1
Pyrenophora_fugax,1
Pyrenophora_lolii,1
Pyrenophora_novozelandica,1
Pyrenophora_phaeocomes,1
Pyrenophora_poae,1
Pyrenophora_pseudoerythrospila,1
Pyrenophora_seminiperda,1
Pyrenophora_sieglingiae,1
Pyrenophora_sp,2
Pyrenophora_triseptata,1
Pyrenophora_tritici-repentis,2
Pyrenophora_variabilis,1
Pyrenophora_wirreganensis,1
Pyrenopolyporus_hunteri,1
Pyrenopolyporus_laminosus,2
Pyrenula_aggregataspistea,1
Pyrenula_anomala,1
Pyrenula_aspistea,2
Pyrenula_astroidea,1
Pyrenula_bahiana,1
Pyrenula_cornutispora,1
Pyrenula_corticata,1
Pyrenula_cruenta,2
Pyrenula_fetivica,1
Pyrenula_infraleucotrypa,1
Pyrenula_inframamillana,1
Pyrenula_laevigata,1
Pyrenula_mamillana,1
Pyrenula_minutispora,1
Pyrenula_nitida,1
Pyrenula_nitidella,1
Pyrenula_quassiicola,5
Pyrenula_reebiae,1
Pyrenula_rubronitidula,1
Pyrenula_rubrostigma,1
Pyrenula_septicollaris,2
Pyrenula_viridipyrgilla,1
Pyrenulaceae_sp,2
Pyrgillus_javanicus,1
Pyricularia_angulata,1
Pyricularia_cortaderiae,1
Pyricularia_ctenantheicola,1
Pyricularia_grisea,3
Pyricularia_oryzae,5
Pyricularia_penniseti,1
Pyricularia_penniseticola,1
Pyricularia_pennisetigena,1
Pyricularia_sp,2
Pyricularia_urashimae,1
Pyricularia_zingibericola,1
Pyriculariaceae_sp,1
Pyriculariomyces_asari,1
Pyrigemmula_aurantiaca,2
Pyrigemmula_sp,1
Pyrispora_castaneae,1
Pyrispora_sp,1
Pyrofomes_albomarginatus,1
Pyrofomes_demidoffii,1
Pyrofomes_juniperinus,1
Pyronema_domesticum,1
Pyronemataceae_sp,266
Pyrrhoderma_hainanense,1
Pyrrhoderma_thailandicum,1
Pyrrhoderma_yunnanense,1
Pyrrhulomyces_astragalinus,1
Pyxidiophora_arvernensis,1
Pyxidiophora_sp,3
Pyxidiophoraceae_sp,4
Pyxidiophorales_sp,29
Pyxine_asiatica,1
Pyxine_berteriana,1
Pyxine_coccifera,1
Pyxine_cocoes,1
Pyxine_cognata,1
Pyxine_dactyloschmidtii,1
Pyxine_endochrysina,2
Pyxine_flavicans,1
Pyxine_hengduanensis,1
Pyxine_meissnerina,1
Pyxine_minuta,1
Pyxine_sorediata,2
Pyxine_sp,1
Pyxine_subcinerea,1
Pyxine_yunnanensis,1
Qarounispora_grandiappendiculata,1
Quadricrura_bicornis,1
Quadricrura_meridionalis,1
Quadricrura_septentrionalis,1
Quaeritorhiza_haematococci,1
Quambalaria_coyrecup,1
Quambalaria_cyanescens,1
Quambalaria_eucalypti,1
Quambalaria_pitereka,1
Quambalaria_rugosae,1
Quambalaria_simpsonii,1
Quambalaria_tasmaniae,1
Quasiphlebia_densa,1
Quasiramularia_phakopsoricola,1
Queenslandipenidiella_kurandae,1
Queiroziella_brasiliensis,1
Querciphoma_sp,1
Quixadomyces_cearensis,1
Quixadomyces_hongheensis,1
Rachicladosporium_americanum,1
Rachicladosporium_antarcticum,1
Rachicladosporium_cboliae,1
Rachicladosporium_corymbiae,1
Rachicladosporium_eucalypti,1
Rachicladosporium_inconspicuum,1
Rachicladosporium_iridis,1
Rachicladosporium_luculiae,1
Rachicladosporium_mcmurdoi,1
Rachicladosporium_monterosium,1
Rachicladosporium_paucitum,1
Rachicladosporium_pini,1
Rachicladosporium_sp,24
Racocetra_crispa,2
Racodiaceae_sp,1
Racodium_rupestre,2
Radiigera_taylorii,1
Radiomyces_embreei,1
Radulidium_epichloes,2
Radulidium_sp,4
Radulidium_subulatum,2
Radulodon_americanus,1
Radulodon_casearius,1
Radulomyces_confluens,1
Radulomyces_molaris,1
Radulomyces_notabilis,1
Radulomyces_paumanokensis,1
Radulomyces_sp,2
Radulomycetaceae_sp,15
Radulotubus_resupinatus,1
Raesaenenia_huuskonenii,1
Raffaelea_albimanens,1
Raffaelea_ambrosiae,1
Raffaelea_arxii,1
Raffaelea_crossotarsi,1
Raffaelea_cyclorhipidii,1
Raffaelea_lauricola,1
Raffaelea_promiscua,1
Raffaelea_quercivora,1
Raffaelea_rapaneae,1
Raffaelea_santoroi,1
Raffaelea_scolytodis,1
Raffaelea_seticollis,1
Raffaelea_sp,1
Raffaelea_tritirachium,1
Raffaelea_vaginata,1
Raffaelea_xyleborini,1
Ragnhildiana_diffusa,1
Ragnhildiana_ferruginea,1
Ragnhildiana_perfoliati,1
Ragnhildiana_pseudotithoniae,1
Ragnhildiana_sp,1
Ramalina_almquistii,1
Ramalina_aspera,1
Ramalina_breviuscula,1
Ramalina_calicaris,1
Ramalina_canariensis,1
Ramalina_capitata,1
Ramalina_celastri,1
Ramalina_celastri_subsp._ovalis,1
Ramalina_chondrina,2
Ramalina_clementeana,1
Ramalina_conduplicans,3
Ramalina_confirmata,1
Ramalina_cribrosa,1
Ramalina_crispans,1
Ramalina_crispatula,1
Ramalina_culbersoniorum,1
Ramalina_cupularis,1
Ramalina_cuspidata,1
Ramalina_decipiens,4
Ramalina_dilacerata,2
Ramalina_erosa,1
Ramalina_europaea,1
Ramalina_exilis,1
Ramalina_farinacea,2
Ramalina_fastigiata,1
Ramalina_fleigiae,1
Ramalina_fraxinea,1
Ramalina_glaucescens,1
Ramalina_huei,1
Ramalina_inaequalis,1
Ramalina_inflata_subsp._australis,3
Ramalina_inflexa,1
Ramalina_intestiniformis,2
Ramalina_jamesii,1
Ramalina_krogiae,1
Ramalina_kurokawae,2
Ramalina_labiosorediata,1
Ramalina_lacera,1
Ramalina_leiodea,1
Ramalina_leptocarpha,1
Ramalina_maderensis,1
Ramalina_menziesii,1
Ramalina_nematodes,1
Ramalina_nodosa,1
Ramalina_obtusata,1
Ramalina_panizzei,1
Ramalina_peruviana,1
Ramalina_pitardii,1
Ramalina_pluviariae,1
Ramalina_pollinaria,1
Ramalina_polymorpha,1
Ramalina_portuensis,2
Ramalina_requienii,1
Ramalina_sarahae,1
Ramalina_semicuspidata,2
Ramalina_siliquosa,4
Ramalina_sinensis,7
Ramalina_sp,8
Ramalina_sphaerophora,2
Ramalina_sprengelii,1
Ramalina_subfarinacea,2
Ramalina_terebrata,1
Ramalina_tingitana,2
Ramalina_unifolia,1
Ramalina_yasudae,1
Ramalinaceae_sp,12
Ramaria_acrisiccescens,2
Ramaria_admiratia,1
Ramaria_albidoflava,1
Ramaria_amyloidea,2
Ramaria_apiculata,1
Ramaria_araiospora,1
Ramaria_atractospora,1
Ramaria_aurantiisiccescens,2
Ramaria_aurea,2
Ramaria_barenthalensis,1
Ramaria_bataillei,1
Ramaria_beninensis,1
Ramaria_boreimaxima,1
Ramaria_botrytis,6
Ramaria_broomei,2
Ramaria_brunneolilacina,1
Ramaria_calvodistalis,1
Ramaria_cartilaginea,1
Ramaria_celerivirescens,1
Ramaria_cistophila,1
Ramaria_comitis,1
Ramaria_conjunctipes,4
Ramaria_coulterae,2
Ramaria_cyaneigranosa,2
Ramaria_cystidiophora,2
Ramaria_edwinii,1
Ramaria_fennica,2
Ramaria_flava,2
Ramaria_flavescens,1
Ramaria_flavoides,1
Ramaria_flavosalmonicolor,1
Ramaria_flavosaponaria,1
Ramaria_formosa,3
Ramaria_fumigata,1
Ramaria_gelatiniaurantia,1
Ramaria_gelatinosa_var._oregonensis,1
Ramaria_gracilioides,1
Ramaria_gracilis,1
Ramaria_ichnusensis,1
Ramaria_ignicolor,1
Ramaria_karstenii,1
Ramaria_krieglsteineri,1
Ramaria_largentii,1
Ramaria_leptoformosa,1
Ramaria_longispora,1
Ramaria_luteoaurantiaca,1
Ramaria_maculatipes,1
Ramaria_magnifica,1
Ramaria_magnipes,2
Ramaria_marrii,1
Ramaria_ossolana,1
Ramaria_pallida,1
Ramaria_pallidissima,1
Ramaria_pallidosaponaria,1
Ramaria_paraconcolor,1
Ramaria_pinicola,2
