Genus,Number of sequences
Saccotheciaceae_gen_Incertae_sedis,3
Saccothecium,1
Sacculospora,6
Sagedia,2
Sagenomella,11
Saitoella,1
Saitozyma,60
Sakaguchia,28
Sakaguchiaceae_gen_Incertae_sedis,1
Saksenaea,25
Saksenaeaceae_gen_Incertae_sedis,1
Salinomyces,2
Salmonomyces,1
Sampaiozyma,7
Samsoniella,2
Sanghuangporus,6
Sanguinoderma,5
Santessoniella,2
Saproamanita,6
Saprochaete,2
Sarcinomyces,9
Sarcodon,41
Sarcodontia,6
Sarcogyne,17
Sarcoleotia,16
Sarcopeziza,1
Sarcopodium,5
Sarcoporia,2
Sarcoscypha,15
Sarcoscyphaceae_gen_Incertae_sedis,6
Sarcosoma,1
Sarcosomataceae_gen_Incertae_sedis,37
Sarcosphaera,7
Sarcostroma,10
Sarcotrochila,2
Sarcoxylon,2
Sardiniella,1
Sarea,14
Sareaceae_gen_Incertae_sedis,1
Sareales_gen_Incertae_sedis,26
Sarimanas,3
Sarocladiaceae_gen_Incertae_sedis,13
Sarocladium,38
Satchmopsis,3
Saturnispora,20
Savitreea,1
Savoryella,7
Savoryellaceae_gen_Incertae_sedis,22
Savoryellales_gen_Incertae_sedis,14
Sawadaea,9
Saxophila,2
Scabropezia,7
Scedosporium,16
Schaereria,2
Scheffersomyces,21
Schenella,3
Schildia,1
Schistophoron,1
Schizangiella,1
Schizonella,2
Schizoparmaceae_gen_Incertae_sedis,5
Schizophyllum,7
Schizopora,2
Schizoporaceae_gen_Incertae_sedis,59
Schizosaccharomyces,6
Schizosaccharomycetaceae_gen_Incertae_sedis,1
Schizothecium,114
Schizothyriaceae_gen_Incertae_sedis,1
Schizothyrium,8
Schizoxylon,4
Schroeteria,3
Schwanniomyces,8
Scirrhia,2
Sclerenchymomyces,2
Sclerencoelia,3
Sclerocarpum,1
Sclerococcales_gen_Incertae_sedis,74
Sclerococcum,46
Scleroconidioma,2
Scleroderma,130
Sclerodermataceae_gen_Incertae_sedis,4
Sclerogaster,10
Sclerogastraceae_gen_Incertae_sedis,1
Scleromitrula,2
Scleropezicula,25
Sclerophora,3
Scleroramularia,4
Sclerostagonospora,29
Sclerotinia,11
Sclerotiniaceae_gen_Incertae_sedis,38
Sclerotium,2
Sclerotrema,1
Scolecobasidium,78
Scolecohyalosporium,1
Scolecolachnum,2
Scolecoleotia,1
Scolecopeltidium,1
Scolecostigmina,1
Scolecoxyphium,2
Scoliciosporaceae_gen_Incertae_sedis,1
Scoliciosporum,4
Scopulariopsis,6
Scopuloides,14
Scorias,2
Scortechiniaceae_gen_Incertae_sedis,2
Sculptolumina,1
Scutellinia,99
Scutellospora,38
Scutiger,1
Scutisporus,2
Scutula,2
Scytalidium,91
Scythioria,1
Scytinium,5
Scytinopogon,9
Scytinostroma,28
Scytinostromella,5
Sebacina,1316
Sebacinaceae_gen_Incertae_sedis,29
Sebacinales_gen_Incertae_sedis,119
Secotium,1
Sedecimiella,5
Sedelnikovaea,1
Seifertia,2
Seimatosporium,21
Seiridium,23
Seirophora,4
Selenodriella,1
Selenophoma,3
Semifissispora,2
Sepedonium,8
Septobasidiaceae_gen_Incertae_sedis,16
Septobasidiales_gen_Incertae_sedis,1
Septobasidium,12
Septochytriaceae_gen_Incertae_sedis,4
Septochytrium,1
Septofusidium,2
Septoglomus,96
Septomelanconiella,1
Septomyrothecium,5
Septonema,2
Septoria,33
Septoriella,24
Septorioides,2
Septotinia,1
Sepultariella,2
Serendipita,1118
Serendipitaceae_gen_Incertae_sedis,85
Serenomyces,3
Seriascoma,2
Serpula,9
Serpulaceae_gen_Incertae_sedis,2
Sertulicium,4
Serusiauxiella,3
Sesquicillium,2
Setchelliogaster,1
Seticyphella,1
Setoapiospora,1
Setoarthopyrenia,1
Setofusarium,1
Setomelanomma,3
Setophaeosphaeria,5
Setophoma,25
Setoseptoria,5
Setosynnema,1
Seynesiella,3
Shanorella,3
Sheathospora,1
Shiraia,10
Shiraiaceae_gen_Incertae_sedis,3
Shivasia,1
Shrungabeeja,2
Sibirina,1
Sidera,15
Siepmannia,30
Sigarispora,3
Sigmoidea,1
Sigridea,1
Sillia,3
Silvaspora,1
Similiphoma,1
Simocybe,23
Simplicidiella,1
Simplicillium,31
Singerocomus,3
Singerocybe,5
Sinohygrocybe,1
Sinuicella,1
Siphonaria,2
Siphula,4
Sirastachys,8
Sirenophila,2
Sirobasidiaceae_gen_Incertae_sedis,1
Sirobasidium,5
Sirococcus,4
Sirotrema,1
Sistotrema,360
Sistotremastrum,19
Skeletocutis,32
Skoua,2
Skvortzovia,7
Skvortzoviella,1
Skyttea,3
Slooffia,18
Slopeiomyces,1
Smaragdiniseta,4
Smardaea,4
Smithiomyces,5
Sodiomyces,8
Solaloca,1
Solenopezia,1
Solenopeziaceae_gen_Incertae_sedis,8
Solenopsora,10
Solicoccozyma,29
Solicorynespora,1
Solioccasus,1
Solitaria,1
Soloacrosporiella,1
Solorina,3
Solorinina,1
Sonderhenia,1
Sonoraphlyctidaceae_gen_Incertae_sedis,16
Sonoraphlyctis,42
Sordaria,3
Sordariaceae_gen_Incertae_sedis,6
Sordariales_gen_Incertae_sedis,1183
Sordariomycetes_gen_Incertae_sedis,1017
Sorocybe,17
Sowerbyella,5
Spadicoides,24
Sparassidaceae_gen_Incertae_sedis,2
Sparassis,24
Sparsitubus,1
Sparticola,3
Spathaspora,20
Spathularia,8
Spegazzinia,14
Speiropsis,10
Spencermartinsiella,14
Spencerozyma,1
Spermospora,2
Sphaceloma,2
Sphacelotheca,1
Sphaerellopsis,7
Sphaerobasidium,1
Sphaerobolaceae_gen_Incertae_sedis,13
Sphaerobolus,15
Sphaerographium,3
Sphaeronaemella,2
Sphaeropezia,3
Sphaerophoraceae_gen_Incertae_sedis,2
Sphaeropsis,7
Sphaerosoma,1
Sphaerosporella,11
Sphaerosporium,2
Sphaerostilbella,12
Sphaerulina,16
Sphagnurus,1
Sphenorchidium,1
Sphinctrina,2
Spiculogloeales_gen_Incertae_sedis,10
Spiculogloeomycetes_gen_Incertae_sedis,1
Spinellus,1
Spiromastigaceae_gen_Incertae_sedis,18
Spiromastigoides,4
Spiromastix,19
Spiromyces,11
Spiroplana,1
Spirosphaera,62
Spissiomyces,4
Spizellomyces,84
Spizellomycetaceae_gen_Incertae_sedis,229
Spizellomycetales_gen_Incertae_sedis,953
Splanchnonema,1
Spodocybe,2
Spongiforma,2
Spongiporus,1
Spongispora,1
Spooneromyces,2
Sporastatia,3
Sporendocladia,1
Sporendonema,1
Sporidesmajora,1
Sporidesmiaceae_gen_Incertae_sedis,6
Sporidesmiales_gen_Incertae_sedis,1
Sporidesmiella,14
Sporidesmioides,1
Sporidesmium,24
Sporidiobolaceae_gen_Incertae_sedis,25
Sporidiobolales_gen_Incertae_sedis,61
Sporidiobolus,4
Sporisorium,18
Sporobolomyces,32
Sporocadaceae_gen_Incertae_sedis,6
Sporocadus,3
Sporocybe,1
Sporodictyon,5
Sporopachydermia,6
Sporophagomyces,2
Sporormia,6
Sporormiaceae_gen_Incertae_sedis,124
Sporormiella,26
Sporormurispora,2
Sporoschisma,4
Sporoschismopsis,1
Sporothrix,91
Sporotrichum,1
Spumatoria,1
Squamanita,11
Squamarina,3
Squamulea,6
Srinivasanomyces,1
Stachybotryaceae_gen_Incertae_sedis,83
Stachybotryna,4
Stachybotrys,23
Stachylidium,6
Stagnicola,2
Stagonospora,43
Stagonosporopsis,23
Staheliomyces,2
Stamnaria,4
Staninwardia,2
Stanjehughesia,2
Stanjemonium,3
Staphylotrichum,10
Starmera,5
Starmerella,41
Staurastromyces,1
Staurolemma,2
Staurosphaeria,4
Staurothele,10
Steccherinaceae_gen_Incertae_sedis,14
Steccherinum,37
Stegonsporium,3
Steinera,8
Stellarangia,4
Stellatospora,1
Stemphylium,14
Stenella,1
Stenocarpella,4
Stephanonectria,7
Stephanophorella,1
Stephanospora,38
Stephanosporaceae_gen_Incertae_sedis,80
Stephensia,1
Stereaceae_gen_Incertae_sedis,11
Sterellum,1
Stereocaulon,60
Stereodiscus,1
Stereopsidales_gen_Incertae_sedis,3
Stereopsis,6
Stereum,24
Sterigmatobotrys,2
Sterigmatomyces,4
Sterila,1
Sticta,104
Stictidaceae_gen_Incertae_sedis,26
Stictis,15
Stigmatodiscus,7
Stigmidium,1
Stigmina,1
Stilbella,7
Stilbochaeta,4
Stilbocrea,5
Stilbohypoxylon,2
Stilbospora,3
Stolonocarpus,3
Stomatisora,1
Stomiopeltis,8
Stomiopeltopsis,1
Stouffera,1
Strattonia,3
Strelitziana,18
Strelitziomyces,1
Striatibotrys,7
Striaticonidium,6
Striatiguttula,2
Striatosphaeria,4
Strickeria,1
Strigula,14
Strigulaceae_gen_Incertae_sedis,1
Strobilomyces,34
Strobilurus,7
Stromatinia,10
Stromatonectria,1
Stromatoneurospora,4
Stromatoseptoria,1
Strongyloarthrosporum,1
Stropharia,29
Strophariaceae_gen_Incertae_sedis,26
Strossmayeria,2
Strumella,3
Stylonectria,7
Stypella,16
Stypellopsis,1
Subbaromyces,1
Suberoteratosphaeria,2
Subglobosporium,1
Sublophiostoma,1
Submersisphaeria,2
Submersispora,1
Subplenodomus,11
Subramaniomyces,7
Subramaniula,8
Subsessila,1
Subulicystidium,96
Subulispora,12
Sugitazyma,1
Sugiyamaella,72
Suhomyces,31
Suillellus,10
Suillus,62
Sulcaria,5
Sulcatispora,3
Sulcatistroma,1
Sulcispora,1
Sulcosporium,1
Sulzbacheromyces,9
Superstratomyces,4
Surculiseries,1
Sutorius,5
Suttonomyces,2
Sydowia,1
Sydowiella,4
Sydowiellaceae_gen_Incertae_sedis,7
Symbiotaphrina,7
Symmetrospora,29
Symmetrosporaceae_gen_Incertae_sedis,5
Sympodiella,84
Sympodiomycopsis,5
Sympodiorosea,1
Sympoventuria,10
Sympoventuriaceae_gen_Incertae_sedis,225
Synarthonia,1
Syncephalastraceae_gen_Incertae_sedis,1
Syncephalastrum,18
Syncephalis,23
Syncesia,1
Synchaetomella,2
Synchytriaceae_gen_Incertae_sedis,52
Synchytriales_gen_Incertae_sedis,14
Synchytrium,6
Synfenestella,2
Synnemadiella,4
Synnemapestaloides,5
Synnemasporella,1
Synnemellisia,2
Syzygites,2
Syzygospora,5
Syzygosporaceae_gen_Incertae_sedis,2
Taeniolella,13
Taeniospora,1
Tahromyces,1
Taifanglania,1
Tainosphaeria,4
Tainosphaeriella,2
Taitaia,1
Taiwanofungus,3
Talaromyces,305
Talbotiomycetaceae_gen_Incertae_sedis,1
Talbotiomycetales_gen_Incertae_sedis,1
Tamaricicola,3
Tamhinispora,5
Taphrina,48
Taphrinaceae_gen_Incertae_sedis,2
Taphrinales_gen_Incertae_sedis,2
Taphrinomycetes_gen_Incertae_sedis,1
Tapinella,6
Tapinellaceae_gen_Incertae_sedis,3
Tarzetta,36
Tarzettaceae_gen_Incertae_sedis,4
Tatraea,1
Tausonia,3
Teberdinia,1
Teichospora,14
Teichosporaceae_gen_Incertae_sedis,25
Telimena,12
Telimenaceae_gen_Incertae_sedis,2
Teloschistaceae_gen_Incertae_sedis,72
Teloschistes,3
Tenuiappendicula,1
Tenuimurus,1
Tephrocybe,28
Tephrocybella,2
Tephroderma,1
Tephromela,22
Terana,3
Teratoramularia,3
Teratosphaeria,84
Teratosphaeriaceae_gen_Incertae_sedis,353
Teratosphaericola,11
Teratosphaeriopsis,1
Teretispora,1
Terfezia,39
Termiticola,1
Termitomyces,45
Terramyces,3
Terramycetaceae_gen_Incertae_sedis,1
Terrestriporia,1
Terriera,7
Testicularia,1
Testudinaceae_gen_Incertae_sedis,22
Tetrachaetum,2
Tetracladium,56
Tetracoccosporium,3
Tetragoniomyces,55
Tetragoniomycetaceae_gen_Incertae_sedis,49
Tetramelas,3
Tetrapisispora,11
Tetraploa,14
Tetraplosphaeria,2
Tetraplosphaeriaceae_gen_Incertae_sedis,2
Tetrapyrgos,29
Teunia,6
Teunomyces,13
Teuvoa,4
Thalloidima,6
Thamnidium,2
Thamnogalla,1
Thamnolia,2
Thamnomyces,1
Thamnostylum,4
Thanatephorus,131
Thaxteriella,1
Thaxteriellopsis,1
Thaxterogaster,70
Thecaphora,20
Thedgonia,1
Theissenia,1
Thekopsora,6
Thelebolaceae_gen_Incertae_sedis,4
Thelebolales_gen_Incertae_sedis,29
Thelebolus,5
Thelephora,249
Thelephoraceae_gen_Incertae_sedis,349
Thelephorales_gen_Incertae_sedis,11
Theleporus,4
Thelidium,6
Thelomma,1
Thelonectria,46
Thelotrema,3
Thermoascaceae_gen_Incertae_sedis,2
Thermoascus,3
Thermomucor,2
Thermomyces,3
Thermothelomyces,3
Thermothielavioides,1
Therrya,3
Thielavia,13
Thielaviopsis,3
Tholurna,1
Thoreauomyces,2
Thozetella,46
Thuemenidium,4
Thyridaria,6
Thyridariaceae_gen_Incertae_sedis,11
Thyridariella,1
Thyridium,8
Thyrinula,4
Thyrinulaceae_gen_Incertae_sedis,1
Thyronectria,16
Thyrostroma,9
Thysanolaenae,2
Thysanorea,8
Tiarosporella,4
Tilachlidiaceae_gen_Incertae_sedis,10
Tilachlidium,6
Tilletia,37
Tilletiaceae_gen_Incertae_sedis,2
Tilletiaria,1
Tilletiariaceae_gen_Incertae_sedis,1
Tilletiopsis,3
Timdalia,2
Timgrovea,5
Tinctoporellus,5
Tingoldiago,3
Tintelnotia,7
Tirmania,3
Toensbergia,2
Togniniaceae_gen_Incertae_sedis,8
Togniniales_gen_Incertae_sedis,7
Togniniella,1
Tolypocladium,96
Tomentella,5466
Tomentellopsis,69
Tomnashia,1
Tomophagus,1
Toninia,7
Toniniopsis,4
Topeliopsis,1
Tornabea,2
Torpedospora,2
Torrendiella,2
Torrentispora,2
Torrubiella,2
Tortispora,8
Torula,27
Torulaceae_gen_Incertae_sedis,4
Torulaspora,12
Toshionella,3
Tothia,2
Towyspora,1
Toxicocladosporium,31
Tracylla,5
Tracyllaceae_gen_Incertae_sedis,3
Trametes,27
Trametopsis,3
Translucidithyrium,2
Tranzschelia,7
Tranzscheliella,10
Trapelia,16
Trapeliaceae_gen_Incertae_sedis,1
Trapeliopsis,17
Trappea,2
Trechispora,417
Trechisporales_gen_Incertae_sedis,297
Tremateia,6
Trematophoma,1
Trematosphaeria,14
Trematosphaeriaceae_gen_Incertae_sedis,16
Tremella,112
Tremellaceae_gen_Incertae_sedis,11
Tremellales_gen_Incertae_sedis,192
Tremellochaete,1
Tremellodendron,9
Tremellodendropsidaceae_gen_Incertae_sedis,11
Tremellodendropsidales_gen_Incertae_sedis,98
Tremellodendropsis,4
Tremellogaster,1
Tremellomycetes_gen_Incertae_sedis,89
Tremelloscypha,11
Tremiscus,2
Tremolecia,1
Tretomyces,5
Triadelphia,10
Triadelphiaceae_gen_Incertae_sedis,1
Triangularia,7
Triblidium,2
Tricellula,11
Trichaleurina,2
Trichaptum,21
Tricharina,23
Trichobolus,11
Trichobotrys,1
Trichocintractia,1
Trichocladium,19
Trichocoma,1
Trichocomaceae_gen_Incertae_sedis,154
Trichocybe,1
Trichodelitschia,2
Trichoderma,326
Trichoglossum,81
Tricholoma,225
Tricholomataceae_gen_Incertae_sedis,105
Tricholomella,3
Tricholomopsis,27
Tricholosporum,13
Tricholyophyllum,1
Trichomeriaceae_gen_Incertae_sedis,53
Trichomerium,23
Trichomonascaceae_gen_Incertae_sedis,25
Trichomonascus,8
Trichonectria,2
Trichopeziza,2
Trichopezizella,4
Trichophaea,57
Trichophaeopsis,16
Trichophyton,25
Trichoramalina,1
Trichosphaeriaceae_gen_Incertae_sedis,1
Trichosporiella,5
Trichosporon,15
Trichosporonaceae_gen_Incertae_sedis,16
Trichosporonales_gen_Incertae_sedis,13
Trichosporonoides,1
Trichothallus,1
Trichothecium,11
Tricladiaceae_gen_Incertae_sedis,2
Tricladium,21
Tridentaria,1
Trigonopsidaceae_gen_Incertae_sedis,1
Trigonopsis,4
Trigonosporomyces,2
Trimmatostroma,5
Trimmatothelopsis,12
Trimorphomyces,1
Trimorphomycetaceae_gen_Incertae_sedis,4
Trinosporium,2
Triodiomyces,2
Triparticalcar,2
Triplosphaeria,3
Tripospora,1
Triposporium,1
Triscelophorus,88
Triseptata,1
Tristratiperidium,1
Tritirachiaceae_gen_Incertae_sedis,10
Tritirachiomycetes_gen_Incertae_sedis,11
Tritirachium,14
Trochila,4
Trochophora,1
Trogia,22
Tropicoporus,17
Troposporella,2
Trulla,1
Trullella,1
Trullula,1
Truncatella,3
Truncocolumella,3
Truncospora,8
Tryblidiopsis,3
Trypetheliaceae_gen_Incertae_sedis,1
Trypethelium,4
Tryssglobulus,1
Tubakia,11
Tubakiaceae_gen_Incertae_sedis,1
Tubaria,40
Tubariaceae_gen_Incertae_sedis,13
Tubariomyces,3
Tuber,402
Tuberaceae_gen_Incertae_sedis,1
Tuberculina,1
Tubeufia,56
Tubeufiaceae_gen_Incertae_sedis,205
Tubeufiales_gen_Incertae_sedis,9
Tubosaeta,3
Tubulicium,14
Tubulicrinis,21
Tuckermanella,1
Tuckermanopsis,4
Tuckneraria,2
Tulasnella,324
Tulasnellaceae_gen_Incertae_sedis,192
Tulostoma,118
Tumenectria,1
Tumularia,34
Turbinellus,1
Turgidosculum,1
Turmalinea,5
Turquoiseomyces,1
Tygervalleyomyces,1
Tylocliostomum,1
Tylopilus,58
Tylospora,10
Tylosporaceae_gen_Incertae_sedis,7
Tympanella,1
Tympanidaceae_gen_Incertae_sedis,806
Tympanis,16
Typhrasa,4
Typhula,50
Typhulaceae_gen_Incertae_sedis,11
Typhulochaeta,2
Tyrannosorus,10
Tyromyces,10
Tzeanania,4
Udeniomyces,11
Udeniozyma,6
Uebelmesseromyces,1
Uleiella,1
Ulkenomyces,1
Ulospora,1
Umbelopsidaceae_gen_Incertae_sedis,2
Umbelopsidales_gen_Incertae_sedis,2
Umbelopsidomycetes_gen_Incertae_sedis,27
Umbelopsis,171
Umbilicaria,83
Umbilicariales_gen_Incertae_sedis,1
Umthunziomyces,1
Uncinocarpus,1
Uncispora,2
Uncobasidium,1
Underwoodia,1
Unguicularia,3
Unguiculariopsis,2
Unguiculella,1
Ungulidaedalea,1
Unilacryma,2
Unilacrymales_gen_Incertae_sedis,1
Upretia,3
Urceomyces,1
Uredinophila,1
Uredinopsis,1
Uredo,2
Urnula,16
Urocystis,13
Uromyces,29
Uromycladium,22
Ursicollum,1
Usnea,125
Usnocetraria,1
Usnochroma,1
Ustanciosporium,4
Ustilaginaceae_gen_Incertae_sedis,20
Ustilaginales_gen_Incertae_sedis,4
Ustilaginoidea,1
Ustilago,28
Ustilentyloma,6
Utharomyces,1
Utrechtiana,1
Uwebraunia,4
Uzbekistanica,3
Vacuiphoma,3
Vaginatispora,8
Vahliella,1
Valdensinia,1
Valetoniellopsis,1
Valsa,10
Valsaceae_gen_Incertae_sedis,12
Valsalnicola,1
Valsaria,5
Valseutypella,1
Valsonectria,3
Vamsapriya,7
Vanakripa,1
Vanderbylia,2
Vanderwaltozyma,8
Vandijckella,1
Vandijckomycella,2
Vankya,3
Vanrija,8
Vararia,73
Variabilispora,1
Varicellaria,3
Varicosporellopsis,3
Varicosporina,1
Varicosporium,15
Variocladium,2
Variospora,7
Vascellum,1
Veloporphyrellus,2
Velutarina,1
Veluticeps,8
Venturia,118
Venturiaceae_gen_Incertae_sedis,325
Venturiales_gen_Incertae_sedis,1716
Venturiocistella,3
Venustampulla,1
Verhulstia,3
Verkleyomyces,1
Vermiconia,1
Vermiculariopsiella,20
Vermiculariopsiellaceae_gen_Incertae_sedis,2
Vermilacinia,8
Vermispora,6
Veronaea,35
Veronaeopsis,26
Verpa,12
Verrucaria,161
Verrucariaceae_gen_Incertae_sedis,84
Verrucariales_gen_Incertae_sedis,62
Verrucisporota,1
Verrucoccum,2
Verrucocladosporium,7
Verrucoconiothyrium,2
Verruconis,25
Verrucospora,6
Verrucostoma,2
Verrucula,2
Verruculina,1
Verruculopsis,3
Versicolorisporium,1
Vertexicola,4
Verticillium,23
Verticimonosporium,1
Vestigium,2
Vexillomyces,3
Vialaea,3
Vibrissea,9
Vibrisseaceae_gen_Incertae_sedis,9
Vicosamyces,1
Victoriomyces,1
Villophora,8
Violaceomyces,1
Violaceomycetales_gen_Incertae_sedis,7
Violella,3
Virgaria,41
Viridispora,4
Virosphaerella,2
Vishniacozyma,52
Vittaliana,1
Volucrispora,2
Volutella,33
Volvanarius,6
Volvariella,30
Volvopluteus,6
Vonarxula,4
Vredendaliella,1
Vuilleminia,13
Vuilleminiaceae_gen_Incertae_sedis,1
Vulpicida,6
Vustinia,1
Wahlenbergiella,1
Waitea,29
Wakefieldia,1
Wallemia,14
Wallemiaceae_gen_Incertae_sedis,5
Wallemiales_gen_Incertae_sedis,3
Wallrothiella,1
Warcupia,2
Wardomyces,4
Wardomycopsis,7
Watsoniomyces,1
Wawelia,1
Westerdykella,30
Wetmoreana,3
Wettsteinina,10
Whalleya,4
Wickerhamia,1
Wickerhamiella,42
Wickerhamomyces,55
Wicklowia,2
Wiesneriomyces,61
Wiesneriomycetaceae_gen_Incertae_sedis,21
Wilcoxina,9
Willeya,5
Wingfieldomyces,1
Winterella,2
Wirthiotrema,2
Wojnowiciella,12
Woldmaria,2
Wolfina,1
Wolfiporia,5
Wongia,4
Woswasia,1
Woswasiaceae_gen_Incertae_sedis,1
Wrightoporia,11
Wrightoporiaceae_gen_Incertae_sedis,1
Wrightoporiopsis,2
Wynnea,5
Xalocoa,4
Xanthagaricus,12
Xanthocarpia,13
Xanthoconium,7
Xanthomendoza,8
Xanthoparmelia,70
Xanthophyllomyces,6
Xanthoporia,1
Xanthoporus,1
Xanthopsoroma,2
Xanthoria,20
Xanthothecium,1
Xenasma,21
Xenasmataceae_gen_Incertae_sedis,39
Xenasmatella,74
Xenoacremonium,3
Xenoacrodontium,1
Xenoanthostomella,1
Xenobotrytis,3
Xenocalonectria,1
Xenocamarosporium,2
Xenochalara,18
Xenocylindrocladium,4
Xenocylindrosporium,7
Xenodactylaria,1
Xenodactylariaceae_gen_Incertae_sedis,5
Xenodevriesia,2
Xenodidymella,9
Xenogliocladiopsis,3
Xenomassariosphaeria,1
Xenomeris,1
Xenomonodictys,1
Xenomycosphaerella,2
Xenomyrothecium,1
Xenopassalora,1
Xenopenidiella,10
Xenophacidiella,1
Xenophaeosphaeria,1
Xenophoma,1
Xenoplectosphaerella,1
Xenopolyscytalum,30
Xenopyrenochaetopsis,1
Xenopyricularia,2
Xenoramularia,2
Xenoroussoella,1
Xenoseimatosporium,2
Xenoseptoria,1
Xenosonderhenia,3
Xenosonderhenioides,1
Xenospadicoidaceae_gen_Incertae_sedis,15
Xenospadicoidales_gen_Incertae_sedis,2
Xenosphaeropsis,1
Xenosporium,2
Xenoteratosphaeria,6
Xenovaginatispora,1
Xepicula,4
Xerochrysium,3
Xerocomellus,29
Xerocomus,42
Xerombrophila,1
Xeromphalina,15
Xeromyces,1
Xerophorus,3
Xeropilidium,1
Xerula,6
Xyladictyochaeta,2
Xylaria,414
Xylariaceae_gen_Incertae_sedis,224
Xylariales_gen_Incertae_sedis,362
Xylobolus,10
Xylobotryum,2
Xylochrysis,2
Xylocoremium,1
Xylodon,114
Xylogone,4
Xylographa,16
Xylolentia,3
Xylomelasma,4
Xylomyces,12
Xylona,1
Xylophallus,5
Xylopsora,3
Xylotumulus,1
Yamadamyces,3
Yamadazyma,38
Yarrowia,19
Yoshimuria,1
Ypsilina,1
Yuccamyces,1
Yueomyces,2
Yunnanensis,2
Yunnania,1
Yunnanomyces,1
Yunzhangia,3
Yurkovia,4
Yuxiensis,1
Zaanenomyces,3
Zalaria,2
Zalerion,1
Zanclospora,10
Zancudomyces,1
Zasmidium,50
Zelleromyces,3
Zeloasperisporium,6
Zeroviella,2
Zetiasplozna,1
Zhuliangomyces,4
Zoellneria,1
Zoopagaceae_gen_Incertae_sedis,1
Zoopagales_gen_Incertae_sedis,780
Zoopage,1
Zoopagomycetes_gen_Incertae_sedis,184
Zoopagomycota_gen_Incertae_sedis,387
Zoophthora,1
Zopfia,1
Zopfiella,60
Zwackhiomyces,1
Zychaea,1
Zygoascus,11
Zygophiala,4
Zygophlyctis,2
Zygorhynchus,4
Zygosaccharomyces,22
Zygosporiaceae_gen_Incertae_sedis,1
Zygosporium,4
Zygotorulaspora,6
Zymochalara,2
Zymoseptoria,13
Zyzygomyces,1
